x,y
1.2033521966597658,1.001804699934009
3.9088246896650207,-0.709889822039682
2.750324498274442,0.5194898141776821
4.934553514057724,-0.9685801423182495
4.90073253752759,-0.951062092480711
1.7127498523576983,1.0353668243981893
1.7370761458754536,0.9073601467609302
5.038311484124134,-0.9539397931071348
6.020167109296001,-0.40184411732234737
5.503647060690633,-0.7169264114356217
2.2482322132543793,0.7236469719261454
3.147845211657588,-0.05644429521298908
4.294324272275401,-0.8445645132470475
4.478038904336067,-0.9972015158446232
2.326354102471161,0.600946006655699
3.5260996307327557,-0.4013345438293776
3.160964752551429,0.21438896088959808
0.08650972017081744,0.008230111301252355
4.8558128739121065,-0.9817224376566877
5.545798160516344,-0.8062972141810301
2.2926462528448694,0.7919297269131882
3.8666482264277944,-0.6427318411415898
0.47363430992810424,0.5039688522754784
2.3173895754467218,0.7369648892743399
5.8630921783166405,-0.4260896846658707
4.092729578939151,-0.8123296416730456
2.49569740034283,0.8073425471560051
4.955737645454947,-1.2237248751242968
1.9907400675952083,0.9554933475478675
3.5694691072086373,-0.5105079845821634
5.460888444158442,-0.7460782894363409
2.740558448403546,0.2826303674676564
5.040042278906805,-0.8218099190848535
0.9033135994497781,0.8424972472154679
4.425002186150752,-0.9292830119026481
4.427014923330094,-0.8723698948442866
1.3747113436983167,0.9644657390794122
5.811114695203345,-0.38577908529661137
2.778052298060806,0.55404441644561
5.713400672999755,-0.5512789080360314
0.3757924298041961,0.46252276787434465
1.1579098973219268,0.7979111575999749
0.2975419919830728,0.44021848546938736
4.240402028811992,-0.8928224540879817
3.7361376805690236,-0.4890457641678515
3.3508865803232997,-0.2889527916655191
0.2722131141713165,0.043742410239093005
3.527588079618922,-0.4890915284122822
2.0713679337660658,0.846521700965325
3.160233815811851,-0.11482853619278749
0.7030527321403807,0.7136321360846902
3.8151105735239,-0.6174012179700494
3.5559350658920943,-0.46826766206708853
0.04249985491243744,0.01365074368277703
3.879500672799016,-0.6947209248192086
5.73103711837903,-0.5044926090460367
4.967009617794832,-1.0523089426297438
6.233431691879894,0.21455917749799608
6.024329144456787,-0.2893494681408366
4.976057418677617,-0.9799912295660401
1.7922846408848714,1.0649084451511102
3.9264674609891754,-0.577881141944034
3.0039519124117016,0.17032637143251927
1.2294634075733122,0.9347725270105117
2.4021713972826975,0.6677456491545098
0.3384983469544528,0.5176767129027637
2.8377906427956767,0.22384613339666276
6.170117763511432,-0.14684937026973482
0.778754954631846,0.6472941508008014
0.7500923038081099,0.6213025621631871
4.640277215373241,-0.7851420772307213
3.6901375606340934,-0.5194156215271484
2.9633546100296067,0.09066980125001363
0.6730976437974142,0.5878221655417489
1.4402227226349367,0.8960531408357872
5.654648089170812,-0.42881574856091076
2.6185397054369943,0.4995859589113498
3.366855292846403,-0.26976554681535814
0.03900926019963218,-0.11337171122261777
1.8889875484213643,0.9652898827024076
2.7450807602208753,0.3021382864623721
3.846245584168287,-0.6467008801789669
5.769208656311791,-0.5460180170330565
3.9316194508720836,-0.642826598937917
4.4359135278263615,-1.059357716893364
0.9414330028280298,0.8902372490993354
4.687654650512131,-1.0112958506030816
5.221370925021902,-0.9423268681876714
3.981816440253877,-0.6408969230323793
2.7539822050600677,0.47610439879635874
0.9586430161104738,0.880074637283118
3.571422942980747,-0.4954652385291951
3.3189310198180033,-0.17432463709462662
5.978003229244615,-0.24053285421035173
3.0181857325829893,0.08527440031970848
3.1576748646278285,-0.021628394491103105
3.3733051735277786,-0.0312958060876265
5.147198391388666,-0.899161539210725
0.3588681380501112,0.3916731432911462
4.206100860392553,-0.9594514974851129
4.819935928327045,-1.0020313789358957
4.4492200381658344,-1.0183016778113296
5.0068641805557315,-0.981223384142468
3.5045146420956645,-0.2443124206836531
6.068529906950222,-0.2165637413058687
0.9246140712577772,0.7023969400924227
0.1862775981660685,0.12230708313327839
3.731542866889534,-0.529468170158241
0.7166959223930699,0.7057331340777856
5.974114479970182,-0.24548976223054575
2.0464800407567942,0.8714405510002964
1.2165421091695696,0.8945628291236812
2.876515425807976,0.266351000462246
5.783059911382404,-0.7164248731274903
5.523354439623689,-0.848070955518084
1.587231600470436,0.7556978699054551
2.18660373412598,0.7900339573538365
1.1472388355219532,0.8293707293438383
5.666151700046784,-0.582845158258926
4.439247373949619,-1.0020551965735514
4.565729769024965,-0.966206750464475
5.655418671413813,-0.5544822810746813
4.895630544880021,-0.899453330517776
3.7646005142192984,-0.674268722713003
1.829193861291386,0.9626261485541034
0.951244500901346,0.6147052154893686
2.1059644937066553,0.8709993042997537
4.131519664947836,-0.8949144971465004
0.46082479254364417,0.3461889899328402
0.34561537541729515,0.23515798790413783
2.030692906186176,1.100067009832789
3.710106597958724,-0.6042560500523362
5.365202930785534,-0.8551760405647016
1.8036664110033984,1.059653361169141
